Showstopping @Simone_Biles. http://Nike.com/justdoit  #justdoitpic.twitter.com/qTRdZInQh9,['justdoit'],['Simone_Biles'],14,2600,536, 14 Aug 2016,11:43 AM 
A new queen is crowned. #justdoit,['justdoit'],nan,12,1600,399, 13 Aug 2016,7:24 PM 
.@nike and get back up.,nan,['Nike'],6,698,266, 13 Aug 2016,5:58 PM 
She writes her own history. @UgHLyDuCkLiN http://gonike.me/justdoit  #justdoitpic.twitter.com/g8qAFqLhzV,['justdoit'],['UgHLyDuCkLiN'],4,531,183, 13 Aug 2016,4:56 PM 
Put ‘em up. Knock ‘em down. @Mo_Farah http://gonike.me/justdoit  #justdoitpic.twitter.com/Zp7VV7Smo9,['justdoit'],['Mo_Farah'],9,1500,656, 12 Aug 2016,7:45 PM 
The music only stops when you do. @realshellyannfp http://gonike.me/justdoit  #justdoitpic.twitter.com/IzYfbq9R4I,['justdoit'],['realshellyannfp'],16,1400,861, 12 Aug 2016,6:45 PM 
When you make your dreams a waking reality. @Simone_Biles http://nike.com/justdoit  #justdoitpic.twitter.com/6EYNCkw66F,['justdoit'],['Simone_Biles'],39,5400,1300, 11 Aug 2016,2:06 PM 
Step on and step up. @neymarjr http://gonike.me/justdoit  #justdoitpic.twitter.com/lpiEDFh3aa,['justdoit'],['neymarjr'],8,993,363, 10 Aug 2016,5:45 PM 
The grace to lead. http://gonike.me/justdoit  #justdoitpic.twitter.com/5VzO2GAkoA,['justdoit'],nan,28,5500,1300, 9 Aug 2016,2:18 PM 
Who’s the @KevinHart4Real to your @SerenaWilliams? Tag your other half and get to work: http://gonike.me/TheHartSerenaWorkout …https://amp.twimg.com/v/fc0aadb6-481a-4bb2-9e54-b4fca5302fd7 …,nan,"['KevinHart4real', 'serenawilliams']",29,1200,430, 16 Jul 2016,9:58 AM 
Greatness is contagious. #SparkBrilliance #justdoitpic.twitter.com/1bPQ1fUCLl,"['SparkBrilliance', 'justdoit']",nan,24,1900,877, 13 Jul 2016,12:00 AM 
Stand as one. Play as one. Win as one. #justdoitpic.twitter.com/nD5h3meNif,['justdoit'],nan,32,6000,3600, 10 Jul 2016,2:37 PM 
"To-Do List:
 Download Nike+ Training Club: http://gonike.me/NikeTrainingClub_App …
 Choose workout
 Crush workoutpic.twitter.com/p3ujpBTwsm",nan,nan,12,599,472, 29 Jun 2016,8:42 AM 
#AlwaysBelievehttps://amp.twimg.com/v/76b1af85-b658-4b14-a95a-d705ea7266a6 …,['AlwaysBelieve'],nan,532,73000,55000, 19 Jun 2016,7:39 PM 
"""You can always give it more than what you think you have."" @Mo_Farah #justdoit.https://amp.twimg.com/v/683a806b-be13-4a90-bcfb-eb4eececa88d …",['justdoit'],['Mo_Farah'],20,1600,722, 7 Jun 2016,6:39 PM 
"Brilliance collides. 

Introducing the new @Neymarjr and @Jumpman23 NJR x JORDAN Performance football collection.pic.twitter.com/cb5oI6LskY",nan,"['neymarjr', 'Jumpman23']",70,5900,2600, 1 Jun 2016,9:11 PM 
Watch how the 1st sub-4 mile changed Phil Knight's life. The incredible Roger #BannisterDoc film is now available:http://gonike.me/Bannister ,['BannisterDoc'],nan,7,251,104, 12 Apr 2016,11:27 AM 
"Before the Swoosh, there was just a runner with $50 and an idea. Phil Knight's memoir SHOE DOG tells the story.pic.twitter.com/37RMGghAI0",nan,nan,35,2800,1200, 26 Apr 2016,12:15 PM 
"In Kobe’s last game, we’re reminded to always love the hate. #Mambaday http://gonike.me/KobeMambaDayVideo …",['Mambaday'],nan,130,13000,11000, 13 Apr 2016,8:28 AM 
Legendary shoes for a legendary career. Make your own Kobe XI #MambaDay iD tomorrow. http://gonike.me/MambaDayiD pic.twitter.com/B9pGg9UnQv,['MambaDay'],nan,56,4900,2000, 12 Apr 2016,8:52 PM 
A revolution in motion. The #NikeFree family can match you move for move. Get yours at http://nike.com/free .pic.twitter.com/ncTYly24Su,['NikeFree'],nan,11,1100,424, 7 Apr 2016,9:09 AM 
大きな夢は、小さく見える。#justdoitpic.twitter.com/VOysKejxUb,['justdoit'],nan,27,961,381, 26 Mar 2016,11:23 PM 
"Your first, latest or only pair. Just wear and share your Air on 03.26. Find out more at http://www.nike.com/airmax pic.twitter.com/3engLtjDPQ",nan,nan,34,2400,1200, 24 Mar 2016,4:27 PM 
Forget what tennis used to be. The NikeCourt Air Zoom Ultrafly. Available today. http://swoo.sh/21ZUOLC pic.twitter.com/LlwdrrcPdh,nan,nan,28,648,307, 9 Mar 2016,7:15 AM 
Stoked to be joining the @Nikecourt team! Let's change the future of tennis together. pic.twitter.com/UdlXwc8iml,nan,['Nikecourt'],22,777,234, 8 Mar 2016,9:25 AM 
Are you ready? @NIKEiD #airmaxhttps://amp.twimg.com/v/c3273a2d-007f-4553-a041-a93fcc81e1a6 …,['airmax'],['NIKEiD'],24,1500,677, 3 Mar 2016,12:59 PM 
"Running will never feel the same.

Find the Nike LunarEpic Flyknit at http://www.nike.com/lunarepic . #LunarEpichttps://amp.twimg.com/v/ec2141cf-e4f0-46d0-92f3-078ad64cffa0 …",['LunarEpic'],nan,34,1100,564, 3 Mar 2016,8:06 AM 
"We don’t need another running shoe.

Coming tomorrow to http://nike.com/lunarepic . #LunarEpichttps://amp.twimg.com/v/2d70689b-550d-4199-81af-8d3df23896df …",['LunarEpic'],nan,15,734,292, 2 Mar 2016,12:35 PM 
Stay a villain and dominate long enough to become the hero. #KOBEpic.twitter.com/1oW3IAKdAI,['KOBE'],nan,34,4300,3100, 14 Feb 2016,8:42 PM 
"Play like a star.

Tonight @DeMar_deRozan wearing his #kobe11 Elite iD. Customize on NIKEiD. http://swoo.sh/241FkbW pic.twitter.com/jPcOHQunud",['kobe11'],['DeMar_DeRozan'],35,2000,713, 14 Feb 2016,6:37 PM 
The plus means more. Nike Speed Drops. Exclusively for Nike+ Members. http://nike.com/football  #fastestwillrisehttps://amp.twimg.com/v/7f703d2d-0175-48ff-827b-3eef72fd992d …,['fastestwillrise'],nan,34,2100,1100, 11 Feb 2016,10:51 AM 
"The SNKRS XPRESS has arrived in Toronto to bring the best of Nike Basketball, Jordan Brand and Nike Sportswear.https://amp.twimg.com/v/f9e6b34a-6d9e-4eeb-a5a8-ff78010d8e10 …",nan,nan,90,1200,582, 8 Feb 2016,1:12 PM 
"Just when they think you don’t have it anymore, you take it all. @Broncos #justdoit
http://gonike.me/Broncos pic.twitter.com/dURnw81Tw5",['justdoit'],['Broncos'],66,3400,1700, 7 Feb 2016,7:29 PM 
"2 sisters. 1 bet. #nikewomen presents Margot vs Lily, an original show series. #betterforit http://gonike.me/MargotVsLilytw https://amp.twimg.com/v/7ac19a35-1257-44ec-bed0-3c96a8dcb9e1 …","['nikewomen', 'betterforit']",nan,25,1100,405, 25 Jan 2016,8:41 AM 
Engineered warmth. Body-mapped knit. The men and women's Nike Tech Knit Collection http://swoo.sh/1Qhkiyp  #techpackhttps://amp.twimg.com/v/7afe4688-fde3-4eb1-8c48-10b112322130 …,['techpack'],nan,24,845,332, 21 Jan 2016,11:53 AM 
"Hello World!!!!  
Let's be great together.
Click on this link to join my movement http://gonike.me/MoveWithHart ",nan,nan,43,711,185, 16 Jan 2016,11:06 AM 
“Why not be the best version of myself possible?” - @KevinHart4Real #TrainWithHart #TodayIGetStrongerhttps://amp.twimg.com/v/ca796f29-2108-4ddb-9f2e-b52a0e2ab2de …,"['TrainWithHart', 'TodayIGetStronger']",['KevinHart4real'],106,8100,5800, 12 Jan 2016,6:10 AM 
Innovation can draw inspiration from any athlete. Matthew wrote to us. Our reply was FlyEase http://gonike.me/kidsFLYEASE https://amp.twimg.com/v/9cf2fc76-f43b-4eea-98ec-7b84c32383cb …,nan,nan,21,763,329, 8 Jan 2016,11:29 AM 
Still The Kid. Forever a Legend.pic.twitter.com/wBpxe3xe7W,nan,nan,37,3100,2400, 6 Jan 2016,3:07 PM 
"LeBron 
Kobe 
KD
Kyrie
PG
AD
Elena

There’s no one way to #BringYourGame 

Full film: http://www.nike.com/basketball https://amp.twimg.com/v/5713b6a7-35e2-4717-a4f6-ffeb4c7d8d4a …",['BringYourGame'],nan,107,8000,4900, 25 Dec 2015,9:03 AM 
 #BringYourGamehttps://amp.twimg.com/v/29c58e81-c16d-4fae-8c92-c3d5080da450 …,['BringYourGame'],nan,19,1000,497, 18 Dec 2015,9:20 AM 
Family business. #BringYourGamepic.twitter.com/uuLbtyFuOS,['BringYourGame'],nan,57,3800,2600, 17 Dec 2015,9:00 AM 
"Nothing beats a cold sweat.

Last weekend, @niketraining brought 48 athletes to the #GetOutHere Challenge Finals.pic.twitter.com/utU3nJb0aF",['GetOutHere'],['NikeTraining'],28,2300,554, 15 Dec 2015,9:36 AM 
LIVE on #Periscope: Live #KOBE Reveal  https://www.pscp.tv/w/aT8z2jMwNDcyfDFEWHh5Qmd3V2JkS01pvnEtVP8kGkl46U0kMDEJY9FAGwIaLREMCGeEfvKv9A== …,"['Periscope', 'KOBE']",nan,9,325,161, 14 Dec 2015,2:02 PM 
Champion. Ambassador. Sportswoman. Congratulations @SerenaWilliams on another year to remember.pic.twitter.com/jWwUzYsybm,nan,['serenawilliams'],15,916,405, 14 Dec 2015,7:38 AM 
Introducing Innovation x Innovators: ACG. Explore the design process behind the new #ACG: http://vimeo.com/nikelab/acg pic.twitter.com/5OYFbIxOKY,['ACG'],nan,19,321,167, 1 Dec 2015,10:07 AM 
My road to recovery was long and hard but worth every minute – I’m stronger for ithttp://news.nike.com/news/pa8157614d3e7256631253fb30d6e9379/sneak_peek …,nan,nan,32,745,339, 3 Nov 2015,9:57 AM 
Crown taken. #FearlessAccelerationpic.twitter.com/3UFec4qbGe,['FearlessAcceleration'],nan,18,1500,710, 1 Nov 2015,9:34 PM 
"Roads are closed. School is cancelled. #getouthere

Gear up at http://Nike.com/getouthere https://amp.twimg.com/v/5227f84e-2302-411f-9cde-900d11a6f3f3 …",['getouthere'],nan,910,54000,41000, 29 Oct 2015,11:10 AM 
"Designed to change lives.

This is the @OHSUDoernbecher Freestyle Collection: http://news.nike.com pic.twitter.com/rCkb6o4xWW",nan,['OHSUDoernbecher'],54,1800,1100, 23 Oct 2015,5:11 PM 
"If you can imagine the future, you can create it.
⠀⠀⠀ ⠀
Find out about pair no. 1 at http://gonike.me/mag pic.twitter.com/Gi6UMNsNML",nan,nan,571,13000,13000, 21 Oct 2015,2:09 PM 
Michael J. Fox models the first self-lacing @Nike Magpic.twitter.com/bgPWM5CKBE,nan,['Nike'],589,23000,27000, 21 Oct 2015,1:27 PM 
This is real. This is today. Coming spring 2016. cc: @RealMikeFox @Nikepic.twitter.com/KPswXNojvA,nan,"['realmikefox', 'Nike']",464,16000,17000, 21 Oct 2015,12:05 PM 
The letter I received from Tinker today. Thanks @Nikepic.twitter.com/UIolXrkUVC,nan,['Nike'],588,38000,29000, 21 Oct 2015,11:11 AM 
.@realmikefox see you tomorrow.,nan,['realmikefox'],1100,18000,18000, 20 Oct 2015,6:09 PM 
Introducing the Nike Tech Book. http://nike.com/techbook  #techpack #sneakerbootshttps://amp.twimg.com/v/889ad3af-b297-4476-bc3c-a9ac5928769b …,"['techpack', 'sneakerboots']",nan,44,774,432, 15 Oct 2015,8:04 AM 
"“We are accelerating the pace of innovation across every area of our business…” – Mark Parker, President and CEOhttp://swoo.sh/1PsaAdw ",nan,nan,17,420,207, 14 Oct 2015,10:54 AM 
"500 goals. One weapon. #Mercurial @Cristiano

Explore the boots that made the difference: http://gonike.me/Football_App pic.twitter.com/p3vChYtIP6",['Mercurial'],['Cristiano'],24,1600,1600, 30 Sep 2015,12:14 PM 
"All you need to do is run. #justdoit
http://Nike.com/running https://amp.twimg.com/v/a4c7ad70-3f80-49da-ae00-47ec4251035b …",['justdoit'],nan,26,1300,825, 25 Sep 2015,8:04 AM 
A little bit louder now. @WinTheDayhttps://amp.twimg.com/v/db69ce9d-c94e-478c-8f26-01f46b16905a …,nan,['wintheday'],113,5700,4800, 12 Sep 2015,8:00 AM 
Records are earned before they’re broken. @AshtonJEaton finds inner strength in the pursuit. #niketraininghttps://amp.twimg.com/v/885b8fe5-9787-44b8-8091-f4ebc94d917e …,['niketraining'],['AshtonJEaton'],13,721,440, 27 Aug 2015,9:21 AM 
Nike Tech Pack presents the Fall '15 Nike Tech Fleece Collection: http://nike.com/techpack  #techpackhttps://amp.twimg.com/v/6271592d-2c82-40e1-8966-1f16ba7f5f39 …,['techpack'],nan,25,467,263, 27 Aug 2015,7:02 AM 
"If you want what they have, you’re going to have to take it from them. Steal the Show.pic.twitter.com/e3wTKznI0h",nan,nan,12,726,341, 21 Aug 2015,4:01 PM 
"Two decades later, it's become part of our tradition. Can it happen again? 8.24 on Snapchat: Nike_NYC #StealTheShowhttps://amp.twimg.com/v/10b9cf44-d200-40f3-8c81-6fefaced4d0c …",['StealTheShow'],nan,42,1200,712, 20 Aug 2015,4:52 PM 
The gym: Where pro surfer Nat Young finds his strength in a different kind of set. #niketraininghttps://amp.twimg.com/v/4baad4a1-54f5-4808-927d-7f6c12aab82c …,['niketraining'],nan,14,503,223, 29 Jul 2015,9:16 AM 
"It's becoming routine. @MikeTrout knows how to Ignite the Night, and earns another #ASG MVP.pic.twitter.com/mK3fYDZ17C",['ASG'],['MikeTrout'],19,1500,870, 14 Jul 2015,8:37 PM 
Things start to get interesting at 21. @serenawilliams #nikecourtpic.twitter.com/fK8f2C86UL,['nikecourt'],['serenawilliams'],40,2700,2200, 11 Jul 2015,7:36 AM 
It takes more than one star to bring home your third. #NoMaybes #uswnt http://Nike.com/WomensSoccer https://amp.twimg.com/v/d1153d2a-8de1-4193-90d5-e3bfe2316af6 …,"['NoMaybes', 'uswnt']",nan,149,13000,7100, 5 Jul 2015,5:50 PM 
Just do it. #NoMaybes #uswnt http://Nike.com/WomensSoccer pic.twitter.com/wpFDJ3dtuJ,"['NoMaybes', 'uswnt']",nan,31,3600,2000, 5 Jul 2015,3:45 PM 
"Abracadabra.

The World's Fastest Commercial starring @kobebryant and @davidblaine.https://amp.twimg.com/v/04c8094f-be09-4dfc-be7d-aa870bded81a …",nan,"['kobebryant', 'davidblaine']",32,1200,872, 3 Jul 2015,9:58 AM 
"Find Your Fast. #nikezoom
http://Nike.com/Zoom https://amp.twimg.com/v/71d00ea6-ec10-4320-85ed-d5d43b650fa7 …",['nikezoom'],nan,124,3500,2700, 2 Jul 2015,12:23 PM 
Don't just fill a role. Define it. #justdoitpic.twitter.com/RAJMMDkXf8,['justdoit'],nan,23,1600,1000, 16 Jun 2015,11:08 PM 
"""The only true disability in life is a bad attitude."" - @Blake_Leeperhttps://amp.twimg.com/v/e0ed8d0c-6703-41ec-b16f-261a114284ec …",nan,['Blake_Leeper'],37,1300,1200, 16 Jun 2015,10:41 AM 
How you say unstoppable. In French. #nikecourtpic.twitter.com/PXxttWuP7N,['nikecourt'],nan,33,978,730, 6 Jun 2015,8:15 AM 
"Presenting Nike Tech Hyperfuse. Available now.

App Store: http://swoo.sh/1KNkB15 
Google Play: http://swoo.sh/1KqbF13 pic.twitter.com/VDo2mVcaET",nan,nan,6,219,118, 28 May 2015,7:02 AM 
Everything you need to know about Nike SNKRS:https://amp.twimg.com/v/cebe2a35-f7fa-4e54-b523-5858ad8e04bb …,nan,nan,196,1300,797, 22 May 2015,9:16 AM 
"Doubt: Five letters. One syllable. A manmade expectation of failure.

But it's only a word. You decide what it means.pic.twitter.com/zX9eHPQYbJ",nan,nan,75,4000,3200, 2 May 2015,6:00 PM 
"Building off his past to prepare for his future, Marcus Mariota transforms weaknesses into strengths.https://amp.twimg.com/v/57453c3f-25a2-4fcc-abf4-c1b1d145e4f2 …",nan,nan,31,928,728, 21 Apr 2015,9:03 AM 
Don’t let you stop you. #betterforit http://gonike.me/bfiittw https://amp.twimg.com/v/a1eb640a-b8c2-42e9-b4d1-49a29fa2a285 …,['betterforit'],nan,304,14000,8700, 12 Apr 2015,2:59 PM 
Ten and counting. #justdoitpic.twitter.com/xkD1oPDzlE,['justdoit'],nan,88,4300,3600, 7 Apr 2015,7:28 PM 
Play for a legend. Win for the legacy.  #justdoitpic.twitter.com/0A02bpLeUv,['justdoit'],nan,307,15000,15000, 6 Apr 2015,8:22 PM 
Why come back with so many questions about coming back? #DebutofPG13pic.twitter.com/MmZ3DVap81,['DebutofPG13'],nan,27,919,610, 5 Apr 2015,4:10 PM 
Don’t just dream. #justdoithttp://gonike.me/6018Nhyj ,['justdoit'],nan,1700,26000,25000, 5 Apr 2015,2:29 PM 
Get in a routine. Not a rut.,nan,nan,49,2200,1600, 30 Mar 2015,7:30 AM 
Connect with a network of elite Nike Trainers from around the world. What can we do for you? http://nike.com/trainers https://amp.twimg.com/v/7132eb61-d06a-4a78-9e00-5c85854ee676 …,nan,nan,31,502,263, 27 Mar 2015,10:01 AM 
. @KingJames Witnessed. #airmaxdaypic.twitter.com/Nfz3lWs7uX,['airmaxday'],['KingJames'],45,1300,727, 26 Mar 2015,12:06 PM 
. @RoystonLim_ Groundbreaking Air. #airmaxdaypic.twitter.com/9hVuvNX2mA,['airmaxday'],['RoystonLim_'],35,873,591, 26 Mar 2015,11:08 AM 
The revolution continues. #airmaxday,['airmaxday'],nan,61,1300,871, 26 Mar 2015,8:15 AM 
On Air 3.26. #airmaxday,['airmaxday'],nan,46,1000,696, 24 Mar 2015,4:54 PM 
The clock is ticking.,nan,nan,107,2000,1900, 23 Mar 2015,7:30 AM 
A day has enough hours. You just have too many excuses.,nan,nan,146,3200,3300, 16 Mar 2015,7:30 AM 
Back to the blueprint. #airmaxhttps://amp.twimg.com/v/0449c772-b337-475b-9a4d-a020dc7382a4 …,['airmax'],nan,119,1100,920, 16 Mar 2015,6:59 AM 
There is no way to return the serve if you are not facing it. #serenareturns @serenawilliamspic.twitter.com/QVVYS7UjVT,['serenareturns'],['serenawilliams'],59,1000,649, 13 Mar 2015,10:00 AM 
Shopping your Instagram favorites just got easier. The Nike Women’s Instagram shop is here. http://gonike.me/6016FAxn pic.twitter.com/7HcrYPZgoL,nan,nan,32,528,195, 12 Mar 2015,9:55 AM 
You have to get good before you are good. #betterforitpic.twitter.com/pv7z19tzKt,['betterforit'],nan,25,697,387, 9 Mar 2015,4:30 PM 
Today is a starting block. Not a stumbling block. #justdoit,['justdoit'],nan,53,1500,1200, 9 Mar 2015,7:30 AM 
We all sweat in the same language. #womensday,['womensday'],nan,49,1800,1100, 8 Mar 2015,8:00 AM 
Your body will thank you later. #justdoit,['justdoit'],nan,81,3000,2300, 2 Mar 2015,7:30 AM 
Today is up to you. #justdoit,['justdoit'],nan,94,2900,2900, 23 Feb 2015,7:30 AM 
The stars of tomorrow focus on today. #justdoit,['justdoit'],nan,51,1900,1400, 16 Feb 2015,7:30 AM 
"Born in 1982. 3D printed in 2015. Introducing the first AF1 figurine, made with love at the #zoomcity bank. #nikeairhttps://amp.twimg.com/v/dcca00d3-daa3-4b64-a874-983f42aaf987 …","['zoomcity', 'nikeair']",nan,30,510,343, 15 Feb 2015,5:01 PM 
Above the rim. Beyond comparison. @ZachLaVine #NBAAllStarNYCpic.twitter.com/pkcAy5xxLd,['NBAAllStarNYC'],['ZachLaVine'],52,1700,1000, 14 Feb 2015,10:29 PM 
A court fit for the future of the game. This is #zoomcity arena.https://amp.twimg.com/v/957ba2f0-1939-4c56-b899-047d481ad53d …,['zoomcity'],nan,69,767,587, 12 Feb 2015,7:02 AM 
"The best of Nike sneakers, all in the palm of your hand. http://youtu.be/pn0lTylOLLw ",nan,nan,87,645,407, 11 Feb 2015,3:10 PM 
Introducing Nike SNKRS. Your Ultimate Sneaker Shop: http://www.nike.com/snkrs pic.twitter.com/SzqCS5ATPo,nan,nan,330,1900,1400, 11 Feb 2015,3:06 PM 
There's always a way. No matter what's in it. #justdoit,['justdoit'],nan,56,1600,1500, 9 Feb 2015,7:30 AM 
Ready. Aim. Attack. The #KOBEX 5AM Flight. Available now. http://swoo.sh/1Fiwed4 pic.twitter.com/jN5qs90zw3,['KOBEX'],nan,75,1000,705, 7 Feb 2015,9:00 AM 
A little better goes a long way. #justdoit,['justdoit'],nan,41,1700,1400, 2 Feb 2015,6:30 AM 
Your time. Your trophy. Your title. #untouchable @Patriotspic.twitter.com/gMfkLef5yq,['untouchable'],['Patriots'],208,9300,7300, 1 Feb 2015,7:08 PM 
New trophies never get old. #justdoit,['justdoit'],nan,26,1200,712, 1 Feb 2015,3:25 PM 
Work wins the title. Will builds a legacy. @SerenaWilliams #justdoit #AusOpenpic.twitter.com/mxQ198mVKZ,"['justdoit', 'AusOpen']",['serenawilliams'],217,3300,2800, 31 Jan 2015,2:36 AM 
Shine through like @NeymarJr. #Hypervenom http://www.nike.com/hypervenom pic.twitter.com/AqVUKHiZ85,['Hypervenom'],['neymarjr'],79,1500,858, 28 Jan 2015,1:54 PM 
Move it or lose it. #justdoit,['justdoit'],nan,50,1700,1500, 26 Jan 2015,7:30 AM 
One of a kind. One thousand times. #Coach1K #justdoitpic.twitter.com/STlMPUON6w,"['Coach1K', 'justdoit']",nan,146,5800,6900, 25 Jan 2015,1:24 PM 
A day can either be wasted or won. #justdoit,['justdoit'],nan,79,2500,2500, 20 Jan 2015,7:30 AM 
"They called you undeserving. They called you an underdog.

Now they can call you something else. #justdoitpic.twitter.com/2EU87yezZR",['justdoit'],nan,488,19000,20000, 12 Jan 2015,9:10 PM 
This isn't do-or-die. It's do or don't. You have to live with it or live without it. #justdoitpic.twitter.com/EbnRzUWYOD,['justdoit'],nan,265,4600,3900, 12 Jan 2015,5:30 PM 
Destined for history. Determined to prove it. @OhioStAthleticspic.twitter.com/1yCU6GLFQI,nan,['OhioStAthletics'],85,2700,2600, 12 Jan 2015,4:45 PM 
The biggest game of your life is coming fast. Be faster. @WinTheDaypic.twitter.com/C5dYBIHduM,nan,['wintheday'],90,2300,2300, 12 Jan 2015,4:30 PM 
Winning is a state of mind. #justdoitpic.twitter.com/o2Se2WSypc,['justdoit'],nan,107,3700,3900, 12 Jan 2015,11:07 AM 
Champions believe in themselves before anyone else will. #justdoit,['justdoit'],nan,59,2100,1800, 12 Jan 2015,7:30 AM 
It’s a milestone. Not a finish line. #Roger1000pic.twitter.com/jKqNMT1AWR,['Roger1000'],nan,62,2000,2000, 11 Jan 2015,3:23 AM 
We’re painting an #untouchable mural in Dallas. @OhioStAthletics and @WinTheDay will decide its direction.pic.twitter.com/mbtIF0gVd3,['untouchable'],"['OhioStAthletics', 'wintheday']",57,2000,1300, 9 Jan 2015,2:12 PM 
It’s here. Reach the next level with the new Nike+ Training Club app. #NTC http://gonike.me/6010awPM ,['NTC'],nan,16,177,80, 5 Jan 2015,9:23 AM 
A crowded gym just means more competition. #justdoit,['justdoit'],nan,60,2000,1200, 5 Jan 2015,7:30 AM 
"When there can only be one, be it. #justdoitpic.twitter.com/LCX2LQyTCn",['justdoit'],nan,42,1200,826, 1 Jan 2015,1:01 PM 
Be resolute. #justdoit,['justdoit'],nan,33,1600,1300, 1 Jan 2015,7:30 AM 
"When the days get shorter, light up the night. Do more with less at http://nikebetterworld.tumblr.com http://gph.is/1zGetCi ",nan,nan,10,239,104, 21 Dec 2014,1:18 PM 
Don't let winter win. #justdoit,['justdoit'],nan,48,1900,1300, 21 Dec 2014,7:30 AM 
It's the weatherman's job to tell you what's headed your way. It's your job to not let it get in the way. #justdoit,['justdoit'],nan,20,997,701, 15 Dec 2014,7:30 AM 
Thrive under pressure. Shine brighter under the lights. The Nike Diamond Quest collection: http://gonike.me/CFP pic.twitter.com/rmI6jt7SqT,nan,nan,40,975,643, 9 Dec 2014,4:14 PM 
Tomorrow will only be better if you are. #justdoit,['justdoit'],nan,92,2400,2600, 8 Dec 2014,7:00 PM 
"It's more than just tradition.
More than style.
More than shoes.
More than words.
#justdoit
http://gonike.me/CFP pic.twitter.com/bmeZVOGJ9W",['justdoit'],nan,19,687,428, 7 Dec 2014,9:44 AM 
"The next generation is here #KYRIE1. @KobeBryant, @KingJames & @KDTrey5 welcome @KyrieIrving to the family.https://amp.twimg.com/v/10c49a52-4cad-41d1-a1e7-b3c828079659 …",['KYRIE1'],"['kobebryant', 'KingJames', 'KDTrey5', 'KyrieIrving']",31,1100,1200, 3 Dec 2014,6:21 PM 
Deceptively quick. The #KYRIE1. Available December 23.pic.twitter.com/fZ0ezJeUpU,['KYRIE1'],nan,503,4300,4200, 3 Dec 2014,5:38 PM 
It’s here. Tune in now to be a part of a very special Nike moment: http://on.fb.me/1CGEypA ,nan,nan,26,199,107, 3 Dec 2014,5:00 PM 
"The bad news? Winter is coming. 
The good news? You are not a bear. 
#justdoit",['justdoit'],nan,73,1300,1000, 1 Dec 2014,7:30 AM 
Mother Nature isn't the boss of you. #justdoit,['justdoit'],nan,31,1100,679, 24 Nov 2014,7:30 AM 
"Lace up and join the fight against AIDS. #onestep4red
http://gonike.me/red_tw pic.twitter.com/dsxjR8cNKF",['onestep4red'],nan,19,329,263, 18 Nov 2014,10:12 AM 
The weather can get worse or you can get better. #chooseyourwinter,['chooseyourwinter'],nan,33,1300,989, 17 Nov 2014,7:30 AM 
"800,000 miles and we still haven't reached the finish line. Lace up and join the fight against AIDS: http://gonike.me/RED_tw  #onestep4red",['onestep4red'],nan,6,184,108, 14 Nov 2014,4:21 PM 
"If you're looking for a reason, look no further than yourself. #justdoit",['justdoit'],nan,65,2000,2100, 10 Nov 2014,7:30 AM 
"Meet the souls of the shoes. #DBFreestyle

The Nike x @OHSUDoernbecher collection: http://swoo.sh/1EbW4NR ",['DBFreestyle'],['OHSUDoernbecher'],11,232,175, 7 Nov 2014,5:54 PM 
Be a pioneer on the pavement. @PendletonWM X @NIKEiD http://swoo.sh/1shpYun pic.twitter.com/lPhFABwCD0,nan,"['PendletonWM', 'NIKEiD']",134,2800,2300, 5 Nov 2014,2:30 PM 
"Where there’s a stronger will, there’s always a way. #justdoit",['justdoit'],nan,35,1200,1200, 3 Nov 2014,7:30 AM 
Bigger than basketball. #justdoithttps://amp.twimg.com/v/ac207c57-3793-4182-a669-9f08892cd398 …,['justdoit'],nan,1100,12000,13000, 30 Oct 2014,5:01 PM 
"Call it destiny or call it a dynasty. Either way, it’s history. #justdoitpic.twitter.com/CoGieQskye",['justdoit'],nan,87,4300,3400, 29 Oct 2014,8:21 PM 
Kobe can. #justdoitpic.twitter.com/LSN7LcRFtO,['justdoit'],nan,308,6800,8200, 28 Oct 2014,7:45 PM 
It can't wait. #justdoit,['justdoit'],nan,46,1600,1600, 27 Oct 2014,7:30 AM 
Breathable warmth. The Nike Tech Fleece Aeroloft Collection arrives on http://nike.com/techpack  October 27. #techpackhttps://amp.twimg.com/v/79d6945d-7128-42a2-b5de-aabbc39bf0e1 …,['techpack'],nan,21,377,265, 23 Oct 2014,9:12 AM 
Our history on display. Our future being made. #nikewomenpic.twitter.com/2I71FZquRt,['nikewomen'],nan,26,683,366, 23 Oct 2014,1:28 PM 
“There truly is no finish line.” - Joan Benoit Samuelson #nikewomen,['nikewomen'],nan,14,479,289, 23 Oct 2014,12:00 PM 
Nike X Pedro Lourenco Collection. The latest in performance innovation: http://gonike.me/6015ql8l  #nikewomen #nikelabpic.twitter.com/hWYA4AVa2U,"['nikewomen', 'nikelab']",nan,18,203,95, 22 Oct 2014,1:31 PM 
Just unveiled - an exclusive preview of upcoming styles for every way you move. #nikewomenhttps://amp.twimg.com/v/43e488e6-dff0-44a1-a8df-d92805a16636 …,['nikewomen'],nan,32,486,246, 22 Oct 2014,12:14 PM 
Strong alone. Unstoppable together. #nikewomenpic.twitter.com/sUO51SNgd0,['nikewomen'],nan,145,3700,1800, 22 Oct 2014,10:28 AM 
"We're giving you inside access to the latest looks, workouts & athletes. Welcome to the #NikeWomen Showcase.pic.twitter.com/xMERxhcsmR",['NikeWomen'],nan,13,326,143, 22 Oct 2014,6:50 AM 
