records;tweet;hashtag;mentions;reply;like;retweet;date;time
599;Tunnel vision.pic.twitter.com/xbHU2WNpMW;;;18.0;249;579; 31 Mar 2013;9:00 AM
600;Meet the new #nikefree 5.0. Free your run. http://gonike.me/Free ;['nikefree'];;50.0;142;297; 28 Mar 2013;1:57 PM
601;“Winning takes care of everything.” @TigerWoods, World #1.pic.twitter.com/hAchK4FaAG;;['TigerWoods'];208.0;576;2400; 25 Mar 2013;10:41 AM
602;Let's dance.;;;62.0;339;1500; 21 Mar 2013;9:15 AM
603;Watch @andresiniesta8 go back to his roots: http://gonike.me/6019nW9z  #MyGround;['MyGround'];['andresiniesta8'];6.0;61;142; 19 Mar 2013;9:03 AM
604;Before anything, I'm a runner. @elliegoulding #letsturnitup. http://youtu.be/IZkX7SmVB1o ;['letsturnitup'];['elliegoulding'];37.0;235;329; 18 Mar 2013;11:09 AM
605;Get strong to the core with @SerenaWilliams. Find her new Core Power Workout on the #NTC app for iPhone and Android. http://youtu.be/4yNDcZASE8w ;['NTC'];['serenawilliams'];14.0;69;117; 15 Mar 2013;2:04 PM
606;Pledge NikeFuel to your team. Push them past the competition. @GoDucks is on the board, will your school join them? http://youtu.be/QAwQ8tMlDVs ;;['GoDucks'];5.0;30;83; 14 Mar 2013;1:30 PM
607;In 2010 #TheChance Final 8 stood out above 75000 players. 2 years on their journey continues. Watch their story: http://gonike.me/6013n5TZ ;['TheChance'];;8.0;73;120; 9 Mar 2013;10:01 AM
608;What would you do with five extra years to live?http://youtu.be/JGskDRV4t0g ;;;47.0;125;297; 28 Feb 2013;9:17 AM
609;1 year in and over 400 billion NikeFuel in the bank. The journey has just begun. You've earned some cake.pic.twitter.com/YknaXQYkx1;;;47.0;156;305; 22 Feb 2013;12:11 PM
610;Force fate.;;;39.0;325;1000; 22 Feb 2013;6:16 AM
611;A picture is worth a thousand words. Welcome inside the world of Nike Running: http://instagram.com/nikerunning ;;;13.0;28;64; 11 Feb 2013;11:17 AM
612;Miles. Eat them for breakfast.pic.twitter.com/XDLYy8Ng;;;61.0;825;1000; 8 Feb 2013;6:37 AM
613;Sorry we’re not sorry. #believeithttp://youtu.be/bulLh_-Fal8 ;['believeit'];;15.0;59;141; 7 Feb 2013;9:28 AM
614;Check out my new spot from @nikebasketball and @footlocker http://www.youtube.com/watch?v=v4-fASraCKY … #KDISNOTNICE;['KDISNOTNICE'];['nikebasketball', 'footlocker'];142.0;656;1200; 5 Feb 2013;1:03 PM
615;The Nike Flyknit Lunar1+. Second skin fit with Lunarlon comfort. Find the extra miles. Push for perfection.pic.twitter.com/gw5w6qAJ;;;84.0;910;915; 4 Feb 2013;11:48 AM
616;Leave everything but the trophy.pic.twitter.com/I5Lr9btP;;;15.0;536;943; 3 Feb 2013;7:54 PM
617;"Celebrate creativity. Provide passion. @Njr92 debuts
Brasil's new home kit at Copacabana Beach in Rio de Janeiro.pic.twitter.com/QIKx9TCr";;['Njr92'];9.0;167;225; 1 Feb 2013;2:58 PM
618;Design a Kobe 8 on @NIKEiD. Tweet & tag your colorway #COUNTONKOBEiD. Mamba chooses one to wear on the home court.http://gonike.me/6016VAhk ;['COUNTONKOBEiD'];['NIKEiD'];7.0;25;48; 30 Jan 2013;3:00 PM
619;"Go next level with @NikeProTraining. Winning starts here.
http://youtu.be/xa_utR5emDM ";;['NikeProTraining'];7.0;52;100; 29 Jan 2013;12:51 PM
620;For the full interactive #makeitcount video experience for desktop go to http://www.youtube.com/nike ;['makeitcount'];;7.0;54;102; 28 Jan 2013;10:15 AM
621;Together we are unstoppable. Together resolutions become promises. Together we will #makeitcount. http://youtu.be/HNRqJxl2588 ;['makeitcount'];;11.0;199;409; 28 Jan 2013;10:15 AM
622;Start the year on top. Work to stay there. @vika7pic.twitter.com/t97WPBM2;;['vika7'];17.0;159;198; 26 Jan 2013;3:25 AM
623;Advantage is everything in a final. But how will #LiNa and #Vika earn it? Tweet a gameplan for your player, tag it #earntheadvantage;['LiNa', 'Vika', 'earntheadvantage'];;12.0;12;28; 25 Jan 2013;11:30 PM
624;It's not about working hard. It's about working harder. #LiNa @vika7pic.twitter.com/9rbKJTIH;['LiNa'];['vika7'];10.0;142;220; 25 Jan 2013;10:57 PM
625;Nothing but the best, for the best. In the #ProBowl, players won't wear a uniform, they'll wear a system.pic.twitter.com/6DRGpLvp;['ProBowl'];;23.0;328;439; 25 Jan 2013;11:22 AM
626;Your season ends when you say it does.;;;9.0;160;589; 20 Jan 2013;9:02 AM
627;.@cristiano knows anyone can be fast. Don't just be anyone. #BeMecurialhttp://youtube.com/watch?v=uGOU8X2JZbc …;['BeMecurial'];['Cristiano'];3.0;58;117; 19 Jan 2013;7:04 AM
628;"Dimpled metallic leather. Direct-inject blades. All Conditions
Control. Don't just be fast. #BeMercurial.pic.twitter.com/dcGrD81W";['BeMercurial'];;38.0;469;537; 19 Jan 2013;6:31 AM
629;Be the engine. #BeMercurialpic.twitter.com/GMmdjg3y;['BeMercurial'];;36.0;574;621; 19 Jan 2013;6:11 AM
630;Invest in sweat. It pays off.;;;20.0;457;1500; 18 Jan 2013;6:11 AM
631;"Earthquakes shake. Bakers bake. @KobeBryant shakes and bakes.
#countonkobe http://gonike.me/6015VaP1 ";['countonkobe'];['kobebryant'];8.0;67;159; 17 Jan 2013;1:03 PM
632;Watch @Cristiano unleash the new #Mercurial Vapor IX. Can you handle the speed? #BeMercurialhttp://gonike.me/6016Vvlu ;['Mercurial', 'BeMercurial'];['Cristiano'];11.0;96;250; 17 Jan 2013;1:37 AM
633;Rory, meet Tiger. Tiger, meet Rory. #TeamNike http://youtu.be/2NCDYjHtEcU ;['TeamNike'];;21.0;325;953; 14 Jan 2013;7:17 AM
634;Next on the tee, from Holywood Golf Club in Holywood, Northern Ireland, please welcome @McIlroyRorypic.twitter.com/TLewum7o;;['McIlroyRory'];40.0;206;820; 14 Jan 2013;6:44 AM
635;Four shoes went to Australia, but #Federer can only wear one. You choose the colorway that hits the court: http://gonike.me/6018VUDK ;['Federer'];;12.0;13;36; 9 Jan 2013;12:08 PM
636;Dynasties aren't born. They're built. @AlabamaFTBL #RollTidepic.twitter.com/VGIu13BJ;['RollTide'];['AlabamaFTBL'];25.0;536;1200; 7 Jan 2013;8:45 PM
637;Four downs. Four quarters. For everything. #makeitcount;['makeitcount'];;2.0;167;539; 7 Jan 2013;4:44 PM
638;We'd like to officially welcome 5-time world champion and 14-time All-Star @kobebryant to Twitter. You can always #COUNTONKOBE.;['COUNTONKOBE'];['kobebryant'];31.0;270;1700; 4 Jan 2013;9:20 AM
639;Start with a resolution. Make it a way of life. How will you #makeitcount?;['makeitcount'];;29.0;124;341; 4 Jan 2013;7:09 AM
640;Give up giving up.;;;20.0;491;1800; 3 Jan 2013;5:59 AM
641;Together we go further. Get up, team up and go. Anyone can make a resolution, but how will you #makeitcount?;['makeitcount'];;8.0;91;229; 2 Jan 2013;8:56 AM
642;Decide & Conquer. #makeitcount;['makeitcount'];;4.0;215;724; 2 Jan 2013;5:50 AM
643;From jumping off waterfalls to jumping out of planes, @caseyneistat stops at nothing to #makeitcount. Will you?http://youtu.be/xylEd9AD6xQ ;['makeitcount'];['CaseyNeistat'];3.0;43;49; 1 Jan 2013;2:01 PM
644;Going big in 2013. Going to attempt a half marathon or more. #makeitcount #teamnike http://nike.com/makeitcount ;['makeitcount', 'teamnike'];;145.0;762;635; 31 Dec 2012;8:30 PM
645;Training is hard. Friends make it easier. How will your crew #makeitcount in 2013?;['makeitcount'];;11.0;85;242; 1 Jan 2013;10:06 AM
646;When nothing's for sure, anything can happen. That's sports. That's life. #makeitcounthttp://youtu.be/xylEd9AD6xQ ;['makeitcount'];;6.0;99;192; 1 Jan 2013;8:03 AM
647;New beginning. Stop at nothing. #makeitcount;['makeitcount'];;8.0;466;1900; 31 Dec 2012;8:51 PM
648;One year. Four figures. Who's got a bigger goal? RT @sgraham628: @Nike @BoomerGraham 1,000 miles in 2013 #makeitcount;['makeitcount'];['sgraham628', 'Nike', 'BoomerGraham'];9.0;9;15; 31 Dec 2012;11:27 AM
649;Determination is in the details. Time to nail down how to #makeitcount. Tweet your goal. Tag friends. We're all here to get you there.;['makeitcount'];;26.0;45;86; 31 Dec 2012;10:30 AM
650;Work today. Savor tonight. Earn tomorrow. #makeitcount;['makeitcount'];;9.0;256;903; 31 Dec 2012;8:07 AM
651;"Winning is better with friends. And sometimes against them. How will
your crew #makeitcount in 2013? http://nike.com/makeitcount ";['makeitcount'];;6.0;39;87; 30 Dec 2012;10:06 AM
652;"""We"" means more than one, a chance to do more. More options, more action, more wins. We will #makeitcount.pic.twitter.com/a2PTZg7n";['makeitcount'];;46.0;584;972; 30 Dec 2012;6:57 AM
653;2012 we came away with Gold but 2013 is a new year. We will #makeitcount one training at a time. #TeamNike;['makeitcount', 'TeamNike'];;58.0;968;891; 29 Dec 2012;11:58 AM
654;Hoping for a great year on the track & for my team. Reckon I¹ll run more this week than @Arsenal do Saturday? #teamnike http://nike.com/makeitcount ;['teamnike'];['Arsenal'];42.0;95;186; 28 Dec 2012;7:06 AM
655;.@OSUluvingirl @CrissyJarrell @superwomankw are set to run down 2013. Who are you teaming with to #makeitcount?pic.twitter.com/tUmjq65x;['makeitcount'];['OSUluvingirl', 'CrissyJarrell', 'superwomankw'];1.0;31;36; 29 Dec 2012;12:11 PM
656;Don't make it complicated. Just #makeitcount. What goals will you and your friends reach in 2013? Tag them. Tell the world.;['makeitcount'];;26.0;73;171; 29 Dec 2012;9:11 AM
657;Sweat while they sleep. #makeitcountpic.twitter.com/6vrltVS1;['makeitcount'];;27.0;451;656; 29 Dec 2012;7:04 AM
658;@drewbrees In 2013 We will get kids moving. @fitnessgov #makeitcount http://nike.com/makeitcount ;['makeitcount'];['drewbrees', 'FitnessGov'];4.0;23;32; 28 Dec 2012;12:12 PM
659;Get motivated. Get moving. How will your crew #makeitcount in 2013? http://nike.com/makeitcount ;['makeitcount'];;16.0;44;103; 28 Dec 2012;12:03 PM
660;We all need a team. Tag your friends. #makeitcount together. RT @Sweetieletts: @Nike In 2013 we will train harder & beat out personal bests.;['makeitcount'];['Nike'];3.0;12;41; 28 Dec 2012;11:26 AM
661;Mark goals down. Turn actions up. Who's with him? RT @rifaldifath not go down... RT @Nike: In 2013 we will _________________. #makeitcount;['makeitcount'];['rifaldifath', 'Nike'];7.0;11;22; 28 Dec 2012;9:59 AM
662;In 2013 we will _________________.  #makeitcount;['makeitcount'];;328.0;284;1200; 28 Dec 2012;8:57 AM
663;We > I;;;55.0;877;4600; 28 Dec 2012;5:59 AM
664;A symbol of innovation & self expression, the Nike Air Max is back. Watch the “Air Reinvented” story. http://youtu.be/mFfbG7ig4jU  #AirReinvented;['AirReinvented'];;8.0;76;153; 26 Dec 2012;11:39 AM
665;Unwrap a Nike+ FuelBand? Welcome to the family. Get started by logging in to http://nikeplus.com  and adding friends to your leaderboard.;;;24.0;31;61; 27 Dec 2012;9:52 AM
666;Takeover alert. Kobe Bryant, The Black Mamba, is tweeting from @nikebasketball. #COUNTONKOBE;['COUNTONKOBE'];['nikebasketball'];8.0;33;103; 26 Dec 2012;6:45 PM
667;Effort is not for sale.;;;25.0;442;1600; 26 Dec 2012;6:06 AM
668;The best never take a day off. Keep your eyes on the court today for 3 special Christmas Day colorways.pic.twitter.com/wIcvP6ZQ;;;31.0;305;369; 25 Dec 2012;9:16 AM
669;Start the night off bright. The reflective Air Max+ 2013 Limited Edition. Available Wednesday.pic.twitter.com/2eBRJKxL;;;48.0;363;391; 24 Dec 2012;9:15 AM
670;There's only one thing to do when the record is in reach: Put it in the rearview.pic.twitter.com/NAvJkn51;;;10.0;394;1000; 22 Dec 2012;8:17 PM
671;Anyone can make a plan. The best chase it down. What goal will you get after this weekend?;;;18.0;69;184; 21 Dec 2012;12:03 PM
672;Lose excuses. Keep focus.;;;13.0;306;1300; 21 Dec 2012;6:04 AM
673;Take hockey away? Not on our watch. #hockeyisours http://www.youtube.com/watch?v=mQ4JTjFcU7Q&sns=tw …;['hockeyisours'];;4.0;37;100; 20 Dec 2012;1:51 PM
674;This is your Nike+ FuelBand. It measures how much you move. From working out to working the dance floor.http://youtu.be/LC6wptkt2Wk ;;;13.0;41;51; 17 Dec 2012;12:12 PM
675;You never know until you try.;;;20.0;357;1700; 14 Dec 2012;9:06 AM
676;Dream bigger.;;;18.0;404;2100; 14 Dec 2012;6:34 AM
677;Every detail delivers in the Nike Kobe 8 System. It's time to strike at light speed: http://youtu.be/JnFNUpkK9UI ;;;3.0;48;95; 13 Dec 2012;4:00 PM
678;Elevate from AF1 to LF1. Take Force into the future. #keepitcomingpic.twitter.com/u41mT7v6;['keepitcoming'];;21.0;192;264; 12 Dec 2012;4:38 PM
679;Introducing the NikeFuel Missions game, the first powered by your all-day activity. Battle winter's wrath. Play Now: http://nike.com/missions ;;;17.0;73;118; 11 Dec 2012;1:54 PM
680;Heart and hustle. Bring it.;;;11.0;262;916; 11 Dec 2012;10:07 AM
681;Get Nike+, brave winter's worst & advance your character through a future world conquered by cold. #makeitcount http://gonike.me/missionrsvp ;['makeitcount'];;1.0;9;19; 10 Dec 2012;10:27 AM
682;Nike+ Presents: NikeFuel Missions, the game. #makeitcounthttp://youtu.be/WHU7einzO9E ;['makeitcount'];;4.0;38;62; 10 Dec 2012;10:16 AM
683;Heroes who mastered the elements lead the lucky few through the depths of winter's wrath...pic.twitter.com/VN2HIMvM;;;7.0;92;50; 10 Dec 2012;10:04 AM
684;The first game powered by everyday movement. Do you have what it takes to power through?pic.twitter.com/arFliVrC;;;7.0;75;71; 10 Dec 2012;9:56 AM
685;The Ball Player. Then. Now. Forever. Thank you @BoJackson. You continue to inspire us. #BoKnows http://instagram.com/p/S_3zocAUT5/ ;['BoKnows'];['BoJackson'];10.0;100;335; 8 Dec 2012;6:59 PM
686;For a journey wrapped in innovation and style, evolution is everything. @KDTrey5 http://instagr.am/p/S9HvKhgUZX/ ;;['KDTrey5'];4.0;37;56; 7 Dec 2012;4:19 PM
687;The youngest to ever do it, and he's not even close to being done. 30,000 points and counting for Kobe Bryant.pic.twitter.com/Xp5h7Gn1;;;12.0;375;1400; 5 Dec 2012;6:00 PM
688;Greatness is for those who chase it. #Grandeza http://youtu.be/KiDhb9Sf7zM ;['Grandeza'];;2.0;36;114; 5 Dec 2012;12:36 PM
689;#Grandeza não te escolhe. Você escolhe grandeza. http://gonike.me/6016p5Fw ;['Grandeza'];;1.0;3;32; 5 Dec 2012;12:22 PM
690;Grandeza é para todos que decidem ir atrás dela. #Grandeza;['Grandeza'];;1.0;8;56; 5 Dec 2012;12:10 PM
691;Grandeza é do tamanho da vontade. #Grandeza;['Grandeza'];;2.0;11;41; 5 Dec 2012;12:00 PM
692;The never-ending quest to create the future. #Kobe8 http://youtu.be/tqrW1L0RrgM ;['Kobe8'];;4.0;24;53; 30 Nov 2012;1:52 PM
693;Technology advances. Greatness remains. #Kobe8 http://instagr.am/p/So7KhiAUYR/ ;['Kobe8'];;6.0;45;105; 30 Nov 2012;1:17 PM
694;17 years and counting. The game has changed. The Black Mamba remains lightyears ahead. #Kobe8;['Kobe8'];;4.0;58;205; 30 Nov 2012;12:48 PM
695;5 time champion. 14 time all-star. Hard work on the hardwood. #Kobe8;['Kobe8'];;8.0;56;250; 30 Nov 2012;12:19 PM
696;The Nike+ FuelBand. You keep moving. It keeps giving. Give the gift of motivation. http://instagr.am/p/SYhBJYgUd1/ ;;;7.0;39;92; 23 Nov 2012;11:10 AM
697;Take the field. Then take over. Calvin Johnson debuts the CJ81 Elite TD from @usnikefootball. #dontblink http://instagr.am/p/SV1FVJgUXj/ ;['dontblink'];['usnikefootball'];5.0;66;109; 22 Nov 2012;10:05 AM
698;Introducing the Nike Green Speed 2. Our lightest, fastest, most environmentally friendly boot ever. #GS2Squad http://instagram.com/p/SUwcNlAUYd/ ;['GS2Squad'];;21.0;63;145; 22 Nov 2012;12:04 AM
699;The LeBron X Fireberry Away and Green Diamond. Take your pick. http://instagr.am/p/STVObTAUUK/ ;;;8.0;44;73; 21 Nov 2012;10:52 AM
700;Track results. Get rewards. Find your fitness. Team up with the new Nike Training Club app. http://gonike.me/NTC ;;;6.0;10;26; 20 Nov 2012;8:00 AM
701;Earn exclusive training sessions on the NTC app. @AlexMorgan13 is waiting to challenge you with her Explosive Workout.pic.twitter.com/viM0k2mS;;['alexmorgan13'];7.0;151;75; 20 Nov 2012;7:32 AM
702;Nike Training Club. Your personal trainer. Anytime. Anywhere. Download the app here: https://itunes.apple.com/us/app/nike-training-club/id301521403?mt=8 …;;;9.0;29;49; 20 Nov 2012;7:01 AM
703;Make no small plans.;;;11.0;188;885; 14 Nov 2012;7:30 AM
704;Don't sleep on dreams.;;;17.0;446;1900; 9 Nov 2012;6:36 AM
705;Great day in the studio with @Pepe, @GrahamthunderDJ, @Wolfrankz and @jaime_vaquero: http://shtg.co/l/vVv8ZEc ;;['pepe', 'GrahamThunderDJ', 'Wolfrankz', 'Jaime_vaquero'];313.0;787;1400; 7 Nov 2012;10:09 AM
706;The CR7 Mercurial Vapor VIII. Love to win. Hate to lose. @Cristiano http://instagr.am/p/RsXQQHgUak/ ;;['Cristiano'];13.0;88;215; 6 Nov 2012;8:34 AM
707;Be fast. Be brave. Explosive speed inspired by an explosive player. http://instagr.am/p/RsPq9IgUVJ/ ;;;1.0;45;111; 6 Nov 2012;7:35 AM
708;Love to win. Hate to lose.;;;18.0;428;2000; 6 Nov 2012;5:31 AM
709;"Friday night. Playoffs. Play fast or go home. #fastisfaster
http://instagr.am/p/RiwTnEAUW8/ ";['fastisfaster'];;3.0;62;98; 2 Nov 2012;3:51 PM
710;The LeBron X+ Pressure. Silence the crowd. @KingJames http://instagr.am/p/RiSOLqAUdh/ ;;['KingJames'];10.0;60;111; 2 Nov 2012;11:17 AM
711;#fuelcheck 1597...eek!  Time to make a run down those stairs or maybe a couple!  #atwork;['fuelcheck', 'atwork'];;;3;3; 1 Nov 2012;3:48 PM
712;#fuelcheck 1356 - On my way to the Gym.;['fuelcheck'];;2.0;1;4; 1 Nov 2012;3:28 PM
713;#fuelcheck. 3688. Getting up and running right now.;['fuelcheck'];;;5;3; 1 Nov 2012;3:18 PM
714;RT “@Nike: #fuelcheck”// 3762 and off to bed after teaching NTC this evening! recovering from my half marathon well though!;['fuelcheck'];['Nike'];;1;3; 1 Nov 2012;2:45 PM
715;#fuelcheck;['fuelcheck'];;26.0;18;108; 1 Nov 2012;2:26 PM
716;Missions to keep you moving. Inspiration to urge you on. Know more to go more. Fill up over at @NikeFuel.;;['NikeFuel'];4.0;12;46; 1 Nov 2012;1:33 PM
717;The path to green is now clear. Set a goal. Fuel up. http://nike.com/fuelband ;;;1.0;10;39; 1 Nov 2012;12:13 PM
718;Iced out. Gear up with The Nike+ FuelBand. #nikeplus http://instagram.com/p/Rfu826gUbv/ ;['nikeplus'];;6.0;62;101; 1 Nov 2012;11:22 AM
719;Make moves with the Nike+ FuelBand. Available now in three colors. http://gonike.me/6011pKRl  #nikeplus;['nikeplus'];;6.0;17;38; 31 Oct 2012;10:08 AM
720;Everyday is a chance to reach a new goal. Check out everything you need to know for all things Nike+ FuelBand. http://gonike.me/6012pK34 ;;;2.0;12;37; 31 Oct 2012;9:22 AM
721;Motivation makes everything possible.;;;14.0;350;1600; 31 Oct 2012;6:53 AM
722;The Nike+ FuelBand Black Ice and White Ice are now available. The path to green is clear http://bit.ly/WZjh4C ;;;16.0;40;107; 30 Oct 2012;9:00 PM
723;Elite real time coaching. All from your home. Don't get too comfortable. Nike+ Kinect Training is waiting: http://gonike.me/Kinect ;;;2.0;38;58; 30 Oct 2012;3:09 PM
724;In-game direction leads to training perfection. Working out hits home with Nike+ Kinect Training.http://youtu.be/zBOQ3xrXHW8 ;;;1.0;14;26; 30 Oct 2012;2:43 PM
725;After reaching the summit, @KingJames is laced up and ready for another run. http://instagram.com/p/RavaZXgUfO/ ;;['KingJames'];4.0;64;168; 30 Oct 2012;12:18 PM
726;Personal training makes a house call. Nike+ Kinect Training for Xbox 360. The game is your coach. Available tomorrow.http://gonike.me/Kinect ;;;6.0;20;54; 29 Oct 2012;2:34 PM
727;Turn weaknesses into strengths. Prepare for the competition with Nike+ Kinect Training for Xbox 360. @DeseanJackson10http://youtu.be/eZh95cG8wz4 ;;['DeSeanJackson10'];2.0;20;40; 29 Oct 2012;2:02 PM
728;Training is a sport. Get better everyday with Nike+ Kinect Training For Xbox 360.@ShawnJohnsonhttp://youtu.be/MjWWKXEBMtI ;;['ShawnJohnson'];1.0;15;26; 29 Oct 2012;1:32 PM
729;No trainer? No gym? No excuses.;;;22.0;172;725; 29 Oct 2012;12:35 PM
730;Love pressure. Defy odds. Be immortal. #SFGiants;['SFGiants'];;4.0;101;383; 28 Oct 2012;8:50 PM
731;Two new colors. Two new ways to get to green. The Nike+ FuelBand White and Black Ice. 10.31. http://gonike.me/whiteice ;;;15.0;21;55; 27 Oct 2012;12:54 PM
732;Guess who got fueled up with the latest #Nikefuelband #Nike awesome.  http://mob.li/_vaKaP ;['Nikefuelband', 'Nike'];;93.0;77;88; 27 Oct 2012;3:31 AM
733;The new Nike N7 Collection, benefitting Native American and aboriginal sports programs. Now available @nikestore. http://gonike.me/N7 ;;['nikestore'];1.0;17;40; 27 Oct 2012;8:21 AM
734;Ball with purpose. Play with pride. The Nike Air Max HyperAggressor N7. http://instagr.am/p/RQvLShAUS4/ ;;;5.0;73;122; 27 Oct 2012;8:12 AM
735;Inspiration from the past. Considered design for the future. The women’s Nike Free Forward Moc+ N7. http://instagr.am/p/RQgtW8gUVs/ ;;;3.0;20;40; 27 Oct 2012;7:53 AM
736;Honor the past. Impact the future. The men’s Nike Free Forward Moc+ N7. http://instagr.am/p/RQN0DvAUWo/ ;;;1.0;23;45; 27 Oct 2012;7:36 AM
737;Pitch for perfection. Swing for history. #worldseries;['worldseries'];;3.0;87;343; 24 Oct 2012;4:58 PM
738;The Bay is back. #SF;['SF'];;7.0;77;348; 22 Oct 2012;8:42 PM
739;On the brink. Eliminate any possibility. #game7;['game7'];;8.0;28;177; 22 Oct 2012;4:38 PM
740;Focus on speed, not temperature. Cold is not an excuse with the Pro Combat Hyperwarm Fitted Dri-FIT Max http://store.nike.com/us/en_us/?l=shop,pdp,ctr-inline/cid-1/pid-548501/pgid-533598&cp=USNS_TWIT_102212_TRAIN_HYPERWARM …;;;5.0;24;54; 22 Oct 2012;1:01 PM
741;It keeps you warm. You keep bringing the heat. Get Nike Hyperwarm. http://go.nike.com/Hyperwarm ;;;5.0;16;33; 22 Oct 2012;11:02 AM
742;The weather gets cold. Megatron never does. @Bigplaycjhttp://youtu.be/JMdwyIH9lSk ;;['Bigplaycj'];4.0;18;60; 22 Oct 2012;10:06 AM
743;Try to predict the weather. Produce no matter what.;;;4.0;43;170; 22 Oct 2012;9:00 AM
744;Production > Prediction;;;6.0;125;578; 22 Oct 2012;7:00 AM
745;Weather changes. Your regimen shouldn’t. Outrun the elements in the Nike Element Shield Collection. http://gonike.me/6012p8l6 ;;;2.0;8;22; 17 Oct 2012;2:00 PM
746;Bring on the rain. Bring on the wind. Kill the lights. The Nike Vapor Windrunner jacket has you covered. http://gonike.me/6016p8YG ;;;4.0;14;25; 17 Oct 2012;1:30 PM
747;"Forget weather. Forge ahead. Run the elements with pure warmth in the
Nike Dri-FIT Wool Hoodie and Crew. http://gonike.me/6017p8iV ";;;4.0;11;23; 17 Oct 2012;1:00 PM
748;"Natural motion. Superior protection. Run the elements with the Nike
Free Run+ 3 Shield. http://gonike.me/6013p8gh ";;;5.0;7;16; 17 Oct 2012;12:30 PM
749;"Smooth ride. Any weather. The Nike LunarGlide+ 4 Shield delivers
shelter from the storm. http://gonike.me/6015p851 ";;;;7;17; 17 Oct 2012;11:55 AM
750;"The weather can't stop the Nike Air Pegasus+ 29 Shield. The legend
that still flies and keeps you dry. http://gonike.me/6015p8dT ";;;3.0;12;17; 17 Oct 2012;11:14 AM
751;Weather is not an excuse. It's competition. Are you going to let it win?;;;21.0;183;526; 17 Oct 2012;9:37 AM
752;Always ready. Never scared.;;;22.0;375;1500; 17 Oct 2012;8:17 AM
753;If it doesn't challenge you, it doesn't change you.;;;2.0;195;700; 16 Oct 2012;12:08 PM
754;#NewRelease The Holiday ’12 Nike x Undercover Gyakusou Running Collection is now available http://bit.ly/R3cyTy ;['NewRelease'];;6.0;17;35; 16 Oct 2012;1:32 PM
755;Nike and Undercover Lab return with the 5th #Gyakusou running collection for men and women. http://gonike.me/gyakusou ;['Gyakusou'];;1.0;7;14; 16 Oct 2012;10:07 AM
756;#Gyakusou means “running in reverse,” but with every step you get closer to the truth of why you train. http://instagram.com/p/Qr4Q6VgUd7/ ;['Gyakusou'];;3.0;18;36; 16 Oct 2012;9:45 AM
757;Be one with your run. #Gyakusou http://instagram.com/p/QsGWmFgUYa/ ;['Gyakusou'];;6.0;31;53; 16 Oct 2012;9:14 AM
758;From one marathon to another, the NFL season is just heating up. Big game to finish off a big weekend in S.F. @49ers http://instagr.am/p/Qxp_WYgUVR/ ;;['49ers'];3.0;18;50; 14 Oct 2012;1:24 PM
759;Goal met. Tiffany & Co. finishers necklace earned. This Nike Women's Marathon was one for the books. #runnwm @nikefuel http://instagr.am/p/Qxk60cgUQv/ ;['runnwm'];['NikeFuel'];8.0;70;120; 14 Oct 2012;12:45 PM
760;Ladies feast your eyes on this year's NWM Tiffany finisher necklace. You earned it, now rock it. #runnwm http://instagr.am/p/Qxgn2BAUca/ ;['runnwm'];;14.0;61;84; 14 Oct 2012;11:58 AM
761;The cheers get louder as the NWM racers get closer. The Nike+ SportWatch GPS tells her it's time for the home stretch. http://instagr.am/p/Qxbef_AUWo/ ;;;1.0;7;14; 14 Oct 2012;11:17 AM
762;Up the hill and into the fog. The NWM racers continue to push themselves towards the finish line. #runnwm http://instagr.am/p/QxMlsfAUXO/ ;['runnwm'];;3.0;53;68; 14 Oct 2012;9:03 AM
763;Nothing like a live choir singing you through mile one. Welcome to the Nike Women's Marathon. #runnwm http://instagr.am/p/QxENo6AUQT/ ;['runnwm'];;5.0;24;45; 14 Oct 2012;7:51 AM
764;On this day, we come together, from all over the world for a single cause. Together we #runnwm. http://instagr.am/p/QxAv2PAUdd/ ;['runnwm'];;5.0;68;93; 14 Oct 2012;7:20 AM
765;Race day tomorrow in San Francisco. What's your marathon gear look like? Shoot, tag and share it. #gearup #runnwm http://instagr.am/p/QvsiFSgUXL/ ;['gearup', 'runnwm'];;7.0;36;46; 13 Oct 2012;7:08 PM
766;The special edition NWM Nike LunarGlide+ 4. A colorway to covet. #runnwm http://instagr.am/p/QvEvS2AUaa/ ;['runnwm'];;11.0;65;66; 13 Oct 2012;4:00 PM
767;The Nike+ FuelBand tracks your all-day activity and helps you do more. http://nike.com/fuelband ;;;14.0;20;47; 9 Oct 2012;7:13 AM
768;The Nike+ FuelBand White Ice and Black Ice. Coming to Nike and Apple stores in the US, UK and Canada 10.31.12pic.twitter.com/M1WN2Hwg;;;32.0;146;312; 9 Oct 2012;7:01 AM
769;Stop wishing. Start working.;;;28.0;853;3800; 8 Oct 2012;6:50 AM
770;One chance is all anyone can ask. Step up to the plate. Swing away. @nikebaseball;;['nikebaseball'];3.0;34;115; 5 Oct 2012;1:50 PM
771;Work. Learn. Win.;;;11.0;299;1400; 5 Oct 2012;9:02 AM
772;Fit for every foot. The Nike Flyknit Trainer+. Now available: http://gonike.me/6015TfFJ ;;;9.0;9;22; 4 Oct 2012;9:03 AM
773;Hyperfuse. Flywire. Full-length Nike Zoom Air. Unbreakable. Lightweight Explosiveness. The Nike LeBron X+ Blue Diamond. http://gonike.me/LBJ ;;;4.0;10;42; 4 Oct 2012;7:41 AM
